project_file,sprite_file,status,reason
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0033nidorino/poke_capture_0033_000_mo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0033nidorino/nidorino.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0033nidorino/poke_capture_0033_000_mo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0033nidorino/nidorino_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0034nidoking/poke_capture_0034_000_mo_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0034nidoking/nidoking.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0034nidoking/poke_capture_0034_000_mo_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0034nidoking/nidoking_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0035clefairy/poke_capture_0035_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0035clefairy/clefairy.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0035clefairy/poke_capture_0035_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0035clefairy/clefairy_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0036clefable/poke_capture_0036_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0036clefable/clefable.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0036clefable/poke_capture_0036_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0036clefable/clefable_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0037vulpix/poke_capture_0037_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0037vulpix/vulpix alola.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0037vulpix/poke_capture_0037_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0037vulpix/vulpix alola_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0037vulpix/poke_capture_0037_001_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0037vulpix/vulpix.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0037vulpix/poke_capture_0037_001_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0037vulpix/vulpix_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0038ninetales/poke_capture_0038_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0038ninetales/ninetales alola.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0038ninetales/poke_capture_0038_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0038ninetales/ninetales alola_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0038ninetales/poke_capture_0038_001_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0038ninetales/ninetales.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0038ninetales/poke_capture_0038_001_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0038ninetales/ninetales_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0039jigglypuff/poke_capture_0039_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0039jigglypuff/jigglypuff.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0039jigglypuff/poke_capture_0039_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0039jigglypuff/jigglypuff_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0040wigglytuff/poke_capture_0040_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0040wigglytuff/wigglytuff.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0040wigglytuff/poke_capture_0040_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0040wigglytuff/wigglytuff_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0041zubat/poke_capture_0041_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0041zubat/zubat.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0041zubat/poke_capture_0041_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0041zubat/zubat_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0041zubat/poke_capture_0041_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0041zubat/zubat.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0041zubat/poke_capture_0041_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0041zubat/zubat_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0042golbat/poke_capture_0042_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0042golbat/golbat.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0042golbat/poke_capture_0042_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0042golbat/golbat_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0042golbat/poke_capture_0042_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0042golbat/golbat.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0042golbat/poke_capture_0042_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0042golbat/golbat_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0043oddish/poke_capture_0043_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0043oddish/oddish.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0043oddish/poke_capture_0043_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0043oddish/oddish_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0044gloom/poke_capture_0044_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0044gloom/gloom.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0044gloom/poke_capture_0044_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0044gloom/gloom_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0044gloom/poke_capture_0044_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0044gloom/gloom.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0044gloom/poke_capture_0044_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0044gloom/gloom_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0045vileplume/poke_capture_0045_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0045vileplume/vileplume.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0045vileplume/poke_capture_0045_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0045vileplume/vileplume_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0045vileplume/poke_capture_0045_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0045vileplume/vileplume.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0045vileplume/poke_capture_0045_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0045vileplume/vileplume_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0046paras/poke_capture_0046_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0046paras/paras.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0046paras/poke_capture_0046_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0046paras/paras_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0047parasect/poke_capture_0047_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0047parasect/parasect.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0047parasect/poke_capture_0047_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0047parasect/parasect_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0048venonat/poke_capture_0048_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0048venonat/venonat.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0048venonat/poke_capture_0048_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0048venonat/venonat_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0049venomoth/poke_capture_0049_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0049venomoth/venomoth.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0049venomoth/poke_capture_0049_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0049venomoth/venomoth_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0050diglett/poke_capture_0050_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0050diglett/diglett alola.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0050diglett/poke_capture_0050_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0050diglett/diglett alola_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0050diglett/poke_capture_0050_001_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0050diglett/diglett.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0050diglett/poke_capture_0050_001_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0050diglett/diglett_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0051dugtrio/poke_capture_0051_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0051dugtrio/dugtrio alola.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0051dugtrio/poke_capture_0051_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0051dugtrio/dugtrio alola_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0051dugtrio/poke_capture_0051_001_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0051dugtrio/dugtrio.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0051dugtrio/poke_capture_0051_001_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0051dugtrio/dugtrio_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0052meowth/poke_capture_0052_000_mf_g_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0052meowth/meowth-gmax.png,mapped,gmax-direct
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0052meowth/poke_capture_0052_000_mf_g_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0052meowth/meowth-gmax_shiny.png,mapped,gmax-direct
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0052meowth/poke_capture_0052_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0052meowth/meowth alola.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0052meowth/poke_capture_0052_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0052meowth/meowth alola_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0052meowth/poke_capture_0052_001_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0052meowth/meowth galar.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0052meowth/poke_capture_0052_001_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0052meowth/meowth galar_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0052meowth/poke_capture_0052_002_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0052meowth/meowth.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0052meowth/poke_capture_0052_002_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0052meowth/meowth_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0053persian/poke_capture_0053_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0053persian/persian alola.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0053persian/poke_capture_0053_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0053persian/persian alola_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0053persian/poke_capture_0053_001_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0053persian/persian.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0053persian/poke_capture_0053_001_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0053persian/persian_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0054psyduck/poke_capture_0054_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0054psyduck/psyduck.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0054psyduck/poke_capture_0054_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0054psyduck/psyduck_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0055golduck/poke_capture_0055_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0055golduck/golduck.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0055golduck/poke_capture_0055_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0055golduck/golduck_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0056mankey/poke_capture_0056_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0056mankey/mankey.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0056mankey/poke_capture_0056_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0056mankey/mankey_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0057primeape/poke_capture_0057_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0057primeape/primeape.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0057primeape/poke_capture_0057_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0057primeape/primeape_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0058growlithe/poke_capture_0058_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0058growlithe/growlithe hisui.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0058growlithe/poke_capture_0058_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0058growlithe/growlithe hisui_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0059arcanine/poke_capture_0059_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0059arcanine/arcanine hisui noble.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0059arcanine/poke_capture_0059_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0059arcanine/arcanine hisui noble_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0060poliwag/poke_capture_0060_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0060poliwag/poliwag.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0060poliwag/poke_capture_0060_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0060poliwag/poliwag_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0061poliwhirl/poke_capture_0061_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0061poliwhirl/poliwhirl.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0061poliwhirl/poke_capture_0061_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0061poliwhirl/poliwhirl_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0062poliwrath/poke_capture_0062_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0062poliwrath/poliwrath.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0062poliwrath/poke_capture_0062_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0062poliwrath/poliwrath_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0063abra/poke_capture_0063_000_mf_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0063abra/abra.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0063abra/poke_capture_0063_000_mf_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0063abra/abra_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0064kadabra/poke_capture_0064_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0064kadabra/kadabra.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0064kadabra/poke_capture_0064_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0064kadabra/kadabra_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0064kadabra/poke_capture_0064_000_md_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0064kadabra/kadabra.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0064kadabra/poke_capture_0064_000_md_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0064kadabra/kadabra_shiny.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0065alakazam/poke_capture_0065_000_fd_n_00000000_f_n.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0065alakazam/alakazam.png,mapped,variant-index
/content/drive/MyDrive/612 data/ProjectPokemonCleaned/0065alakazam/poke_capture_0065_000_fd_n_00000000_f_r.png,/content/drive/MyDrive/612 data/PokeSpriteCleaned/0065alakazam/alakazam_shiny.png,mapped,variant-index
